trans_date_trans_time,cc_num,merchant,category,amt,gender,street,city,state,zip,city_pop,job,dob,merch_lat,merch_long,is_fraud,predicted_is_fraud
2020-08-05 02:21:46,348253506557335,fraud_Mraz-Herzog,gas_transport,7.99,M,32745 Silva Springs Suite 040,Grand Bay,AL,36541,15647,Armed forces logistics/support/administrative officer,1948-03-22,29.575172,-87.791988,1,1
2020-08-05 03:17:47,4727244663135968,fraud_Cole PLC,grocery_pos,292.51,F,118 Justin Extension,Bay Minette,AL,36507,19090,Science writer,1929-05-30,30.939598,-87.826081,1,1
2020-08-05 09:27:04,348253506557335,fraud_Stracke-Lemke,grocery_pos,321.55,M,32745 Silva Springs Suite 040,Grand Bay,AL,36541,15647,Armed forces logistics/support/administrative officer,1948-03-22,31.256102,-88.48709699999999,1,1
2020-08-05 10:58:17,4727244663135968,fraud_McDermott-Weimann,grocery_pos,296.79,F,118 Justin Extension,Bay Minette,AL,36507,19090,Science writer,1929-05-30,31.340758,-87.04951899999999,1,1
2020-08-05 22:11:41,348253506557335,"fraud_Kihn, Abernathy and Douglas",shopping_net,1117.83,M,32745 Silva Springs Suite 040,Grand Bay,AL,36541,15647,Armed forces logistics/support/administrative officer,1948-03-22,30.755653,-88.809163,1,1
2020-08-05 22:38:35,4727244663135968,fraud_Lemke-Gutmann,shopping_net,855.28,F,118 Justin Extension,Bay Minette,AL,36507,19090,Science writer,1929-05-30,31.563648,-87.106188,1,1
2020-08-05 23:02:12,348253506557335,fraud_Kris-Weimann,misc_net,723.97,M,32745 Silva Springs Suite 040,Grand Bay,AL,36541,15647,Armed forces logistics/support/administrative officer,1948-03-22,30.591638,-88.90396899999999,1,1
2020-08-05 23:54:19,4727244663135968,"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,1010.08,F,118 Justin Extension,Bay Minette,AL,36507,19090,Science writer,1929-05-30,30.355717,-87.019374,1,1
2020-08-06 00:45:44,30199621383748,fraud_Wolf Inc,grocery_pos,366.56,F,117 Natasha Vista Suite 936,Leonard,TX,75452,4090,Sub,1977-03-23,34.10204,-95.911024,1,1
2020-08-06 01:23:11,30199621383748,"fraud_Mosciski, Ziemann and Farrell",shopping_net,1116.06,F,117 Natasha Vista Suite 936,Leonard,TX,75452,4090,Sub,1977-03-23,33.767247999999995,-96.867737,1,1
2020-08-06 01:59:53,30199621383748,"fraud_Graham, Hegmann and Hammes",food_dining,122.03,F,117 Natasha Vista Suite 936,Leonard,TX,75452,4090,Sub,1977-03-23,34.253868,-97.000483,1,1
2020-08-06 02:20:47,348253506557335,fraud_Koepp-Witting,grocery_pos,320.13,M,32745 Silva Springs Suite 040,Grand Bay,AL,36541,15647,Armed forces logistics/support/administrative officer,1948-03-22,30.659283,-88.24014100000001,1,1
2020-08-06 22:02:19,348253506557335,fraud_Pacocha-Bauch,shopping_pos,935.6,M,32745 Silva Springs Suite 040,Grand Bay,AL,36541,15647,Armed forces logistics/support/administrative officer,1948-03-22,29.577144,-89.286047,1,1
2020-08-06 22:15:19,348253506557335,"fraud_Streich, Dietrich and Barton",shopping_net,1267.18,M,32745 Silva Springs Suite 040,Grand Bay,AL,36541,15647,Armed forces logistics/support/administrative officer,1948-03-22,30.39588,-89.191137,1,1
2020-08-06 23:52:16,6595970453799027,fraud_Bashirian Group,shopping_net,1051.86,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,2307,Science writer,1969-09-11,39.983503000000006,-75.28355400000001,1,1
2020-08-06 23:53:54,348253506557335,"fraud_Schultz, Simonis and Little",grocery_pos,332.71,M,32745 Silva Springs Suite 040,Grand Bay,AL,36541,15647,Armed forces logistics/support/administrative officer,1948-03-22,31.315238,-88.522865,1,1
2020-08-07 00:03:32,376445266762684,fraud_Spencer-Runolfsson,misc_pos,714.17,F,372 Jeffrey Course,Sutherland,NE,69165,1789,Insurance broker,1982-02-11,40.8865,-100.286657,1,1
2020-08-07 01:21:13,4518350514020532,fraud_Barton Inc,grocery_pos,304.69,M,9579 Porter Tunnel,Wauchula,FL,33873,14742,Teaching laboratory technician,1993-02-26,27.422376,-82.2434,1,1
2020-08-07 01:24:13,30199621383748,fraud_Stoltenberg-Beatty,shopping_pos,896.5,F,117 Natasha Vista Suite 936,Leonard,TX,75452,4090,Sub,1977-03-23,33.653558000000004,-96.236969,1,1
2020-08-07 01:32:18,30199621383748,fraud_Marks Inc,gas_transport,13.62,F,117 Natasha Vista Suite 936,Leonard,TX,75452,4090,Sub,1977-03-23,33.723425,-95.81658,1,1
2020-08-07 01:35:13,375082648741747,fraud_Kutch LLC,gas_transport,10.97,F,2918 David Spurs,Georgetown,MN,56546,346,"Research officer, trade union",1976-12-14,47.952296,-96.735687,1,1
2020-08-07 02:01:42,30199621383748,"fraud_Hagenes, Kohler and Hoppe",food_dining,131.09,F,117 Natasha Vista Suite 936,Leonard,TX,75452,4090,Sub,1977-03-23,33.674222,-95.657028,1,1
2020-08-07 02:23:57,375082648741747,fraud_Torp-Labadie,gas_transport,13.63,F,2918 David Spurs,Georgetown,MN,56546,346,"Research officer, trade union",1976-12-14,47.20493,-96.306157,1,1
2020-08-07 02:27:45,30199621383748,fraud_Rutherford-Mertz,grocery_pos,362.44,F,117 Natasha Vista Suite 936,Leonard,TX,75452,4090,Sub,1977-03-23,33.854298,-96.6206,1,1
2020-08-07 02:33:47,4518350514020532,fraud_Dooley-Thompson,misc_net,814.59,M,9579 Porter Tunnel,Wauchula,FL,33873,14742,Teaching laboratory technician,1993-02-26,27.576053,-82.53643000000001,1,1
2020-08-07 02:39:31,375082648741747,"fraud_Lehner, Reichert and Mills",misc_pos,844.57,F,2918 David Spurs,Georgetown,MN,56546,346,"Research officer, trade union",1976-12-14,46.138938,-96.161376,1,1
2020-08-07 02:40:13,4518350514020532,fraud_Deckow-O'Conner,grocery_pos,329.02,M,9579 Porter Tunnel,Wauchula,FL,33873,14742,Teaching laboratory technician,1993-02-26,26.769535,-81.91730600000001,1,1
2020-08-07 02:44:10,4518350514020532,fraud_Donnelly PLC,misc_net,695.52,M,9579 Porter Tunnel,Wauchula,FL,33873,14742,Teaching laboratory technician,1993-02-26,27.407403,-82.662143,1,1
2020-08-07 03:30:23,30199621383748,fraud_Hickle Group,shopping_pos,850.9,F,117 Natasha Vista Suite 936,Leonard,TX,75452,4090,Sub,1977-03-23,34.346047,-96.202708,1,1
2020-08-07 22:26:33,6595970453799027,fraud_Kuhic LLC,shopping_net,1171.12,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,2307,Science writer,1969-09-11,39.769553,-75.031189,1,1
2020-08-07 23:17:34,6595970453799027,fraud_Terry-Huel,shopping_net,815.62,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,2307,Science writer,1969-09-11,41.507465,-74.528902,1,1
2020-08-07 23:18:24,375082648741747,fraud_Heaney-Marquardt,entertainment,498.78,F,2918 David Spurs,Georgetown,MN,56546,346,"Research officer, trade union",1976-12-14,46.493104,-97.390103,1,1
2020-08-07 23:48:26,6595970453799027,"fraud_Moen, Reinger and Murphy",grocery_pos,333.49,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,2307,Science writer,1969-09-11,40.111432,-75.304048,1,1
2020-08-08 00:13:06,4476840372112,"fraud_Tillman, Dickinson and Labadie",gas_transport,8.3,M,3206 Hall Divide Suite 282,Woodville,AL,35776,3395,"Editor, commissioning",1979-01-21,34.143005,-87.163133,1,1
2020-08-08 00:19:16,343819048608995,fraud_Berge LLC,gas_transport,9.46,F,1535 Ryan Burgs Suite 919,Des Moines,IA,50312,222785,Wellsite geologist,1956-01-24,42.241052,-93.266219,1,1
2020-08-08 02:02:02,376445266762684,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,1107.33,F,372 Jeffrey Course,Sutherland,NE,69165,1789,Insurance broker,1982-02-11,40.427648,-100.746378,1,1
2020-08-08 02:07:47,376445266762684,"fraud_Altenwerth, Cartwright and Koss",shopping_net,882.83,F,372 Jeffrey Course,Sutherland,NE,69165,1789,Insurance broker,1982-02-11,42.010574,-102.108069,1,1
2020-08-08 02:13:13,376445266762684,fraud_Kutch and Sons,grocery_pos,358.55,F,372 Jeffrey Course,Sutherland,NE,69165,1789,Insurance broker,1982-02-11,41.571712,-101.868459,1,1
2020-08-08 02:13:59,376445266762684,fraud_Pacocha-Bauch,shopping_pos,1051.31,F,372 Jeffrey Course,Sutherland,NE,69165,1789,Insurance broker,1982-02-11,42.080129,-101.566291,1,1
2020-08-08 02:15:06,4476840372112,fraud_Kuvalis Ltd,gas_transport,11.6,M,3206 Hall Divide Suite 282,Woodville,AL,35776,3395,"Editor, commissioning",1979-01-21,34.692893,-85.278239,1,1
2020-08-08 02:36:09,375082648741747,"fraud_Bins, Balistreri and Beatty",shopping_pos,819.05,F,2918 David Spurs,Georgetown,MN,56546,346,"Research officer, trade union",1976-12-14,47.079307,-97.195856,1,1
2020-08-08 03:41:17,375082648741747,fraud_Bailey-Morar,grocery_pos,364.36,F,2918 David Spurs,Georgetown,MN,56546,346,"Research officer, trade union",1976-12-14,47.221459,-97.331413,1,1
2020-08-08 03:53:30,375082648741747,fraud_Schamberger-O'Keefe,grocery_pos,327.12,F,2918 David Spurs,Georgetown,MN,56546,346,"Research officer, trade union",1976-12-14,46.479977000000005,-96.524942,1,1
2020-08-08 08:25:42,4476840372112,"fraud_Lockman, West and Runte",grocery_pos,284.14,M,3206 Hall Divide Suite 282,Woodville,AL,35776,3395,"Editor, commissioning",1979-01-21,33.679775,-85.926354,1,1
2020-08-08 22:13:17,343819048608995,fraud_Kris-Padberg,shopping_pos,877.38,F,1535 Ryan Burgs Suite 919,Des Moines,IA,50312,222785,Wellsite geologist,1956-01-24,41.539204,-94.26698,1,1
2020-08-08 22:17:07,343819048608995,fraud_Terry-Huel,shopping_net,931.91,F,1535 Ryan Burgs Suite 919,Des Moines,IA,50312,222785,Wellsite geologist,1956-01-24,41.129931,-94.381911,1,1
2020-08-08 22:25:43,343819048608995,"fraud_Mosciski, Gislason and Mertz",grocery_pos,290.4,F,1535 Ryan Burgs Suite 919,Des Moines,IA,50312,222785,Wellsite geologist,1956-01-24,41.967764,-93.884543,1,1
2020-08-08 22:26:16,343819048608995,fraud_Howe PLC,entertainment,471.23,F,1535 Ryan Burgs Suite 919,Des Moines,IA,50312,222785,Wellsite geologist,1956-01-24,41.156542,-94.007862,1,1
2020-08-08 22:29:41,376445266762684,"fraud_Hagenes, Hermann and Stroman",travel,10.62,F,372 Jeffrey Course,Sutherland,NE,69165,1789,Insurance broker,1982-02-11,40.66627,-101.860761,1,1
2020-08-08 23:08:58,376445266762684,"fraud_Schroeder, Hauck and Treutel",entertainment,510.36,F,372 Jeffrey Course,Sutherland,NE,69165,1789,Insurance broker,1982-02-11,41.880136,-100.329785,1,1
2020-08-09 00:15:35,4476840372112,fraud_Sporer Inc,gas_transport,7.3,M,3206 Hall Divide Suite 282,Woodville,AL,35776,3395,"Editor, commissioning",1979-01-21,33.732201,-85.577428,1,1
2020-08-09 01:24:38,4476840372112,fraud_Erdman-Kertzmann,gas_transport,7.38,M,3206 Hall Divide Suite 282,Woodville,AL,35776,3395,"Editor, commissioning",1979-01-21,34.238801,-86.929008,1,1
2020-08-09 02:13:33,343819048608995,fraud_Stracke-Lemke,grocery_pos,309.21,F,1535 Ryan Burgs Suite 919,Des Moines,IA,50312,222785,Wellsite geologist,1956-01-24,40.899447,-94.021909,1,1
2020-08-09 02:59:27,343819048608995,fraud_Rau and Sons,grocery_pos,327.62,F,1535 Ryan Burgs Suite 919,Des Moines,IA,50312,222785,Wellsite geologist,1956-01-24,40.644497,-94.336415,1,1
2020-08-09 03:50:15,4476840372112,fraud_Wolf Inc,grocery_pos,305.37,M,3206 Hall Divide Suite 282,Woodville,AL,35776,3395,"Editor, commissioning",1979-01-21,34.639257,-85.256179,1,1
2020-08-09 23:23:54,343819048608995,"fraud_Towne, Greenholt and Koepp",shopping_net,897.98,F,1535 Ryan Burgs Suite 919,Des Moines,IA,50312,222785,Wellsite geologist,1956-01-24,41.1751,-93.983309,1,1
2020-08-09 23:26:54,343819048608995,fraud_Stoltenberg-Beatty,shopping_pos,1109.56,F,1535 Ryan Burgs Suite 919,Des Moines,IA,50312,222785,Wellsite geologist,1956-01-24,41.517289,-94.175861,1,1
2020-08-09 23:37:38,343819048608995,fraud_Kutch and Sons,grocery_pos,280.74,F,1535 Ryan Burgs Suite 919,Des Moines,IA,50312,222785,Wellsite geologist,1956-01-24,41.621656,-94.10289,1,1
2020-08-10 00:11:25,30238755902988,"fraud_Reichert, Shanahan and Hayes",shopping_net,935.97,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,1766,Press sub,1976-01-02,30.055517,-97.840498,1,1
2020-08-10 01:37:41,30238755902988,"fraud_Swaniawski, Lowe and Robel",shopping_pos,862.53,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,1766,Press sub,1976-01-02,30.828323,-96.652547,1,1
2020-08-10 03:41:31,30238755902988,fraud_Cummerata-Jones,gas_transport,11.17,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,1766,Press sub,1976-01-02,30.611255,-98.145016,1,1
2020-08-11 00:20:24,4335531783520911,"fraud_Moore, Dibbert and Koepp",misc_net,838.98,F,852 Thomas Well Suite 339,Owensville,MO,65066,6703,Naval architect,1998-05-20,38.265701,-92.409485,1,1
2020-08-11 00:31:25,4335531783520911,fraud_Koepp-Parker,grocery_pos,313.0,F,852 Thomas Well Suite 339,Owensville,MO,65066,6703,Naval architect,1998-05-20,38.063266,-91.843684,1,1
2020-08-11 02:56:25,30238755902988,"fraud_Bernhard, Grant and Langworth",shopping_pos,1024.17,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,1766,Press sub,1976-01-02,30.038315,-96.858207,1,1
2020-08-11 03:48:12,4335531783520911,fraud_Strosin-Cruickshank,grocery_pos,331.19,F,852 Thomas Well Suite 339,Owensville,MO,65066,6703,Naval architect,1998-05-20,38.292143,-90.639838,1,1
2020-08-11 03:53:44,4335531783520911,fraud_Kunze Inc,grocery_pos,315.01,F,852 Thomas Well Suite 339,Owensville,MO,65066,6703,Naval architect,1998-05-20,37.436188,-91.8161,1,1
2020-08-11 06:18:38,30238755902988,fraud_Wisozk and Sons,misc_pos,812.95,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,1766,Press sub,1976-01-02,30.925335,-98.208483,1,1
2020-08-11 12:11:13,2284059275940012,"fraud_Roob, Conn and Tremblay",shopping_pos,927.37,M,26615 Nelson Lane,Moores Hill,IN,47032,3289,Sub,1969-11-22,38.237695,-85.964789,1,1
2020-08-11 22:00:57,4335531783520911,fraud_Bashirian Group,shopping_net,1125.06,F,852 Thomas Well Suite 339,Owensville,MO,65066,6703,Naval architect,1998-05-20,38.696249,-91.30544,1,1
2020-08-11 22:06:08,2284059275940012,fraud_Kozey-Boehm,shopping_net,976.39,M,26615 Nelson Lane,Moores Hill,IN,47032,3289,Sub,1969-11-22,39.788616,-84.526363,1,1
2020-08-11 22:55:30,2284059275940012,fraud_Auer-West,shopping_net,1042.58,M,26615 Nelson Lane,Moores Hill,IN,47032,3289,Sub,1969-11-22,39.461273,-85.966818,1,1
2020-08-11 22:59:27,4335531783520911,"fraud_Streich, Dietrich and Barton",shopping_net,1046.78,F,852 Thomas Well Suite 339,Owensville,MO,65066,6703,Naval architect,1998-05-20,38.123875,-91.703268,1,1
2020-08-11 23:36:04,4335531783520911,fraud_Kassulke PLC,shopping_net,1185.77,F,852 Thomas Well Suite 339,Owensville,MO,65066,6703,Naval architect,1998-05-20,39.117126,-91.572039,1,1
2020-08-12 01:05:33,4335531783520911,fraud_Kiehn-Emmerich,grocery_pos,288.8,F,852 Thomas Well Suite 339,Owensville,MO,65066,6703,Naval architect,1998-05-20,37.788138,-91.989479,1,1
2020-08-12 01:11:47,374497717543058,"fraud_Connelly, Reichert and Fritsch",gas_transport,21.36,F,31701 Tucker Square Suite 893,Wilton,ND,58579,1190,"Designer, ceramics/pottery",1948-06-30,46.79071,-100.770034,1,1
2020-08-12 01:17:20,343746486082492,"fraud_Schumm, Bauch and Ondricka",grocery_pos,289.76,M,836 Stephanie Union,Cedar,MI,49621,3096,"Social research officer, government",1975-10-11,44.847151,-86.668199,1,1
2020-08-12 02:17:57,4335531783520911,fraud_Wolf Inc,grocery_pos,302.2,F,852 Thomas Well Suite 339,Owensville,MO,65066,6703,Naval architect,1998-05-20,38.308925,-91.577012,1,1
2020-08-12 02:44:03,374497717543058,fraud_Miller-Hauck,grocery_pos,330.19,F,31701 Tucker Square Suite 893,Wilton,ND,58579,1190,"Designer, ceramics/pottery",1948-06-30,47.896214,-101.148959,1,1
2020-08-12 03:38:16,374497717543058,fraud_Doyle Ltd,grocery_pos,303.46,F,31701 Tucker Square Suite 893,Wilton,ND,58579,1190,"Designer, ceramics/pottery",1948-06-30,46.512985,-100.045716,1,1
2020-08-12 03:51:05,4335531783520911,"fraud_Schultz, Simonis and Little",grocery_pos,314.26,F,852 Thomas Well Suite 339,Owensville,MO,65066,6703,Naval architect,1998-05-20,37.968739,-91.972486,1,1
2020-08-12 22:24:12,374497717543058,fraud_Bauch-Raynor,grocery_pos,340.63,F,31701 Tucker Square Suite 893,Wilton,ND,58579,1190,"Designer, ceramics/pottery",1948-06-30,48.131002,-101.66512,1,1
2020-08-12 22:30:22,343746486082492,fraud_Terry-Huel,shopping_net,1032.31,M,836 Stephanie Union,Cedar,MI,49621,3096,"Social research officer, government",1975-10-11,45.603190000000005,-86.027412,1,1
2020-08-12 22:42:57,4335531783520911,"fraud_Altenwerth, Cartwright and Koss",shopping_net,1035.66,F,852 Thomas Well Suite 339,Owensville,MO,65066,6703,Naval architect,1998-05-20,38.447981,-92.083383,1,1
2020-08-12 23:08:39,2284059275940012,"fraud_Ferry, Lynch and Kautzer",misc_net,796.22,M,26615 Nelson Lane,Moores Hill,IN,47032,3289,Sub,1969-11-22,39.216741,-84.162768,1,1
2020-08-12 23:17:16,374497717543058,"fraud_Ruecker, Beer and Collier",shopping_net,950.19,F,31701 Tucker Square Suite 893,Wilton,ND,58579,1190,"Designer, ceramics/pottery",1948-06-30,47.094274,-101.36355,1,1
2020-08-12 23:21:30,374497717543058,fraud_Zemlak Group,misc_net,822.29,F,31701 Tucker Square Suite 893,Wilton,ND,58579,1190,"Designer, ceramics/pottery",1948-06-30,47.607067,-101.720454,1,1
2020-08-12 23:57:48,2284059275940012,"fraud_Altenwerth, Cartwright and Koss",shopping_net,966.04,M,26615 Nelson Lane,Moores Hill,IN,47032,3289,Sub,1969-11-22,38.305485,-84.303926,1,1
2020-08-13 00:10:05,2235613922823698,"fraud_Gottlieb, Considine and Schultz",shopping_net,1025.76,F,2027 Snyder Track,Manville,WY,82227,241,Educational psychologist,1980-12-16,41.953063,-104.296483,1,1
2020-08-13 00:28:16,2254799658404120,fraud_Mohr Inc,shopping_pos,821.13,F,7337 Browning Falls Suite 027,Valdosta,GA,31605,94325,Educational psychologist,1987-09-08,30.073869,-83.130465,1,1
2020-08-13 02:38:08,374497717543058,"fraud_Heller, Gutmann and Zieme",grocery_pos,319.57,F,31701 Tucker Square Suite 893,Wilton,ND,58579,1190,"Designer, ceramics/pottery",1948-06-30,46.463625,-100.038787,1,1
2020-08-13 13:45:34,374497717543058,"fraud_Willms, Kris and Bergnaum",shopping_pos,889.94,F,31701 Tucker Square Suite 893,Wilton,ND,58579,1190,"Designer, ceramics/pottery",1948-06-30,47.525855,-100.970657,1,1
2020-08-13 22:55:25,374497717543058,"fraud_Mosciski, Gislason and Mertz",grocery_pos,320.49,F,31701 Tucker Square Suite 893,Wilton,ND,58579,1190,"Designer, ceramics/pottery",1948-06-30,47.346181,-101.49061,1,1
2020-08-13 23:01:29,374497717543058,fraud_Botsford Ltd,shopping_pos,785.68,F,31701 Tucker Square Suite 893,Wilton,ND,58579,1190,"Designer, ceramics/pottery",1948-06-30,46.961025,-100.34891,1,1
2020-08-13 23:49:14,374497717543058,fraud_Miller-Harris,misc_net,811.26,F,31701 Tucker Square Suite 893,Wilton,ND,58579,1190,"Designer, ceramics/pottery",1948-06-30,48.017097,-101.054507,1,1
2020-08-14 01:25:33,2235613922823698,fraud_Fisher-Schowalter,shopping_net,866.33,F,2027 Snyder Track,Manville,WY,82227,241,Educational psychologist,1980-12-16,41.76177,-104.152935,1,1
2020-08-14 02:42:00,2235613922823698,fraud_Mohr Inc,shopping_pos,939.78,F,2027 Snyder Track,Manville,WY,82227,241,Educational psychologist,1980-12-16,41.913325,-105.137269,1,1
2020-08-14 02:48:12,501831082224,fraud_Hills-Olson,grocery_net,13.17,M,709 George Underpass Apt. 080,West Decatur,PA,16878,1762,Armed forces logistics/support/administrative officer,1962-05-04,40.442447,-78.756212,0,1
2020-08-15 02:08:03,4634955908138648,fraud_Botsford Ltd,shopping_pos,1319.97,F,7178 Willis Drive,Hooper,NE,68031,1745,"Engineer, automotive",1973-12-26,42.276801,-95.911843,1,1
2020-08-15 22:19:00,30541100351706,fraud_Schumm PLC,shopping_net,1010.41,M,575 Chapman Union,Spring,TX,77379,316665,"Education officer, museum",1990-09-12,30.426679,-94.72192,0,1
2020-08-15 23:28:51,3545109339866548,fraud_Kuhic LLC,shopping_net,2886.52,M,8030 Beck Motorway,Moorhead,MS,38761,2870,Chartered public finance accountant,1999-03-05,33.858481,-90.337728,0,1
2020-08-16 01:40:43,4634955908138648,fraud_Vandervort-Funk,grocery_pos,345.96,F,7178 Willis Drive,Hooper,NE,68031,1745,"Engineer, automotive",1973-12-26,41.98446,-97.025436,1,1
2020-08-16 01:46:43,4634955908138648,fraud_Medhurst PLC,shopping_net,1000.46,F,7178 Willis Drive,Hooper,NE,68031,1745,"Engineer, automotive",1973-12-26,41.82573,-96.173772,1,1
2020-08-16 02:17:14,4634955908138648,"fraud_Baumbach, Feeney and Morar",shopping_net,1019.77,F,7178 Willis Drive,Hooper,NE,68031,1745,"Engineer, automotive",1973-12-26,40.6524,-95.52967,1,1
2020-08-16 03:47:15,4634955908138648,fraud_Torp-Labadie,gas_transport,12.78,F,7178 Willis Drive,Hooper,NE,68031,1745,"Engineer, automotive",1973-12-26,41.222315,-96.6971,1,1
2020-08-17 02:21:46,213112402583773,fraud_Cole PLC,grocery_pos,342.38,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,1523,Research scientist (physical sciences),1984-06-03,34.304177,-82.952178,1,1
2020-08-17 02:34:23,213112402583773,fraud_Conroy Ltd,shopping_pos,909.88,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,1523,Research scientist (physical sciences),1984-06-03,34.921311,-82.879941,1,1
2020-08-17 22:27:51,213112402583773,fraud_Bauch-Blanda,entertainment,555.79,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,1523,Research scientist (physical sciences),1984-06-03,34.507117,-81.315554,1,1
2020-08-18 00:25:42,213112402583773,"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,371.82,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,1523,Research scientist (physical sciences),1984-06-03,34.136273,-81.87649300000001,1,1
2020-08-18 00:30:17,213112402583773,fraud_Boyer PLC,shopping_net,1017.67,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,1523,Research scientist (physical sciences),1984-06-03,35.001507000000004,-82.26003399999999,1,1
2020-08-18 03:30:17,213112402583773,fraud_Keeling-Crist,misc_pos,645.41,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,1523,Research scientist (physical sciences),1984-06-03,34.611342,-81.625323,1,1
2020-08-18 22:07:55,213112402583773,fraud_Effertz LLC,entertainment,470.35,F,4664 Sanchez Common Suite 930,Bradley,SC,29819,1523,Research scientist (physical sciences),1984-06-03,35.01748,-82.354831,1,1
2020-08-19 22:57:47,4981132848794,fraud_Jacobi and Sons,shopping_pos,758.01,M,7854 Stephanie Island Suite 788,Holloway,OH,43985,128,Child psychotherapist,1946-04-03,39.061183,-81.163115,1,1
2020-08-19 23:28:11,4981132848794,fraud_Bashirian Group,shopping_net,1057.1,M,7854 Stephanie Island Suite 788,Holloway,OH,43985,128,Child psychotherapist,1946-04-03,39.962352,-81.730173,1,1
2020-08-20 01:17:19,372382441451095,fraud_Rutherford-Mertz,grocery_pos,314.66,M,502 Rice Plaza Apt. 979,Port Ewen,NY,12466,2471,Heritage manager,1966-01-21,42.208725,-74.049635,1,1
2020-08-20 02:07:45,375974680629816,fraud_Miller-Hauck,grocery_pos,334.1,F,94431 Matthew Mall Suite 296,Plymouth,CT,6782,2376,Herpetologist,1973-04-06,42.339527,-73.563004,1,1
2020-08-20 03:49:31,375974680629816,fraud_Kassulke PLC,shopping_net,1009.75,F,94431 Matthew Mall Suite 296,Plymouth,CT,6782,2376,Herpetologist,1973-04-06,40.740312,-72.581754,1,1
2020-08-20 03:52:27,375974680629816,"fraud_Schultz, Simonis and Little",grocery_pos,341.31,F,94431 Matthew Mall Suite 296,Plymouth,CT,6782,2376,Herpetologist,1973-04-06,41.39362,-72.23165,1,1
2020-08-20 11:53:37,375974680629816,fraud_Kiehn-Emmerich,grocery_pos,347.19,F,94431 Matthew Mall Suite 296,Plymouth,CT,6782,2376,Herpetologist,1973-04-06,41.035664,-73.379417,1,1
2020-08-20 19:17:24,372382441451095,"fraud_Herman, Treutel and Dickens",misc_net,923.35,M,502 Rice Plaza Apt. 979,Port Ewen,NY,12466,2471,Heritage manager,1966-01-21,42.02102,-74.731216,1,1
2020-08-20 22:07:10,372382441451095,fraud_Volkman-Predovic,shopping_net,1046.28,M,502 Rice Plaza Apt. 979,Port Ewen,NY,12466,2471,Heritage manager,1966-01-21,42.06062,-73.765041,1,1
2020-08-20 22:25:47,372382441451095,fraud_Hudson-Grady,shopping_pos,970.97,M,502 Rice Plaza Apt. 979,Port Ewen,NY,12466,2471,Heritage manager,1966-01-21,42.81454,-74.03594100000001,1,1
2020-08-20 22:56:25,372382441451095,"fraud_Stehr, Jewess and Schimmel",misc_net,1039.88,M,502 Rice Plaza Apt. 979,Port Ewen,NY,12466,2471,Heritage manager,1966-01-21,42.389188,-74.326336,1,1
2020-08-20 23:19:54,372382441451095,"fraud_Altenwerth, Cartwright and Koss",shopping_net,963.37,M,502 Rice Plaza Apt. 979,Port Ewen,NY,12466,2471,Heritage manager,1966-01-21,41.374375,-74.071137,1,1
2020-08-20 23:19:57,372382441451095,fraud_Medhurst PLC,shopping_net,956.23,M,502 Rice Plaza Apt. 979,Port Ewen,NY,12466,2471,Heritage manager,1966-01-21,41.273563,-72.981542,1,1
2020-08-21 00:32:26,375974680629816,fraud_Kiehn Inc,grocery_pos,337.13,F,94431 Matthew Mall Suite 296,Plymouth,CT,6782,2376,Herpetologist,1973-04-06,42.040289,-72.75357,1,1
2020-08-21 00:52:22,375974680629816,fraud_Haley Group,misc_pos,721.52,F,94431 Matthew Mall Suite 296,Plymouth,CT,6782,2376,Herpetologist,1973-04-06,41.292948,-73.39416999999999,1,1
2020-08-21 07:19:42,375974680629816,"fraud_Mosciski, Ziemann and Farrell",shopping_net,832.92,F,94431 Matthew Mall Suite 296,Plymouth,CT,6782,2376,Herpetologist,1973-04-06,41.409829,-72.356675,1,1
2020-08-21 07:22:22,372382441451095,fraud_Kilback LLC,grocery_pos,336.94,M,502 Rice Plaza Apt. 979,Port Ewen,NY,12466,2471,Heritage manager,1966-01-21,42.577515000000005,-74.618448,1,1
2020-08-21 22:01:39,372382441451095,fraud_Rutherford-Mertz,grocery_pos,379.3,M,502 Rice Plaza Apt. 979,Port Ewen,NY,12466,2471,Heritage manager,1966-01-21,41.288461,-73.859022,1,1
